Date,Amount,Module,Dr/CR,Account,"GL A/C","Contra Account","Transaction Code","Batch No",Reference,Description,"Product Code",Quantity,Source,"Account Name"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"2,000.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,166.63,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,149.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,285.36,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,292.95,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,052.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,269.49,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,461.71",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,388.05,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,466.39,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,330.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,384.46,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,264.23,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,452.45",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,100.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,278.23,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,467.18,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,362.46,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,400.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,301.02,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"2,000.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,294.06,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,695.20,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,562.49,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,500.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,200.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,398.41,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,209.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,489.48,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,351.05,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,386.89,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,525.63,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,707.65,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,489.48,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"3,000.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,201.01,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,225.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,177.71,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,370.46,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,400.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,257.13,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,278.10,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,548.61,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,100.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,381.75,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,142.55,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,77.69,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,462.96",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,113.82,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,153.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,296.26,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,218.37,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,467.66,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,271.25,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,377.28,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,345.33,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,263.53,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,421.26,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,376.06,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,378.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,400.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,384.60,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,893.11,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,371.09,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,77.47,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,177.87,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,314.78,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,400.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,500.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,418.33,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,292.76,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,280.50,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,188.70,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,400.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,455.22,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,350.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,317.46,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,050.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,375.34,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,372.36,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,100.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,268.81,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,263.19,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,300.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"4,000.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,150.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,430.95,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,250.00,,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
,"1,000.00",,,,,,,,,"THEIR OUTGOING PAYT-DIRECT DEBIT",,0.0,,"PRUDENTIAL LIFE ASSURANCE ZM LTD"
